ID,EDUC,LOGWAGE,EXPER,ABILITY,MOTHERED,FATHERED,BRKNHOME,SIBLINGS 
8,1,2.27,10,0.51,12,15,1,2
8,1,2.28,11,0.51,12,15,1,2
8,1,2.23,12,0.51,12,15,1,2
8,1,2.47,13,0.51,12,15,1,2
8,1,2.48,14,0.51,12,15,1,2
8,1,2.46,16,0.51,12,15,1,2
8,1,1.91,17,0.51,12,15,1,2
8,1,2.01,18,0.51,12,15,1,2
9,1,1.95,2,0.86,12,12,0,2
9,2,2.92,9,0.86,12,12,0,2
9,2,2.79,9,0.86,12,12,0,2
10,0,2.19,5,0.26,12,12,0,2
10,0,2.39,10,0.26,12,12,0,2
10,0,2.56,11,0.26,12,12,0,2
10,0,2.7,12,0.26,12,12,0,2
10,0,2.65,13,0.26,12,12,0,2
10,0,1.56,15,0.26,12,12,0,2
10,0,2.6,16,0.26,12,12,0,2
11,0,2.44,1,1.82,16,17,1,2
11,1,1.61,1,1.82,16,17,1,2
11,1,1.64,1,1.82,16,17,1,2
12,1,2.41,4,-1.3,13,12,0,5
12,1,2.6,5,-1.3,13,12,0,5
12,1,2.16,6,-1.3,13,12,0,5
12,1,2.81,7,-1.3,13,12,0,5
12,1,2.61,8,-1.3,13,12,0,5
12,1,2.39,9,-1.3,13,12,0,5
12,1,2.91,10,-1.3,13,12,0,5
12,1,2.93,11,-1.3,13,12,0,5
12,1,2.79,12,-1.3,13,12,0,5
12,1,3.11,14,-1.3,13,12,0,5
12,1,2.9,15,-1.3,13,12,0,5
12,1,2.91,16,-1.3,13,12,0,5
13,0,2.07,3,-0.63,12,12,1,4
13,0,1.57,5,-0.63,12,12,1,4
13,0,2.03,6,-0.63,12,12,1,4
13,0,2.09,7,-0.63,12,12,1,4
13,0,2.35,8,-0.63,12,12,1,4
13,0,1.88,10,-0.63,12,12,1,4
13,0,2.48,12,-0.63,12,12,1,4
13,0,2.59,13,-0.63,12,12,1,4
13,0,2.63,14,-0.63,12,12,1,4
13,0,2.52,15,-0.63,12,12,1,4
13,0,3.46,16,-0.63,12,12,1,4
13,0,3.88,17,-0.63,12,12,1,4
14,0,2.2,6,-0.36,10,12,1,2
14,0,2.24,7,-0.36,10,12,1,2
14,0,0.71,14,-0.36,10,12,1,2
15,0,2.12,3,0.28,10,12,1,3
15,0,2.24,4,0.28,10,12,1,3
15,0,2.23,5,0.28,10,12,1,3
15,1,2.11,5,0.28,10,12,1,3
15,1,2.2,6,0.28,10,12,1,3
15,1,2.37,7,0.28,10,12,1,3
15,1,2.54,8,0.28,10,12,1,3
15,1,2.66,9,0.28,10,12,1,3
15,1,2.89,10,0.28,10,12,1,3
15,1,3.21,11,0.28,10,12,1,3
15,1,3.22,12,0.28,10,12,1,3
16,0,2.45,4,-0.72,14,12,0,1
16,0,2.5,10,-0.72,14,12,0,1
16,0,1.53,11,-0.72,14,12,0,1
16,0,2.56,12,-0.72,14,12,0,1
17,0,2.49,3,-0.01,9,10,1,2
17,0,2.47,4,-0.01,9,10,1,2
17,0,2.19,5,-0.01,9,10,1,2
17,0,1.76,6,-0.01,9,10,1,2
17,0,2.39,7,-0.01,9,10,1,2
17,0,2.48,8,-0.01,9,10,1,2
17,0,2.58,9,-0.01,9,10,1,2
17,0,2.4,10,-0.01,9,10,1,2
17,0,2.79,11,-0.01,9,10,1,2
17,0,2.77,12,-0.01,9,10,1,2
17,0,2.8,13,-0.01,9,10,1,2
17,0,2.75,14,-0.01,9,10,1,2
18,0,2.66,3,0.83,12,16,0,1
18,0,2.67,4,0.83,12,16,0,1
18,0,2.75,5,0.83,12,16,0,1
18,0,2.77,6,0.83,12,16,0,1
18,0,2.72,9,0.83,12,16,0,1
18,0,2.94,10,0.83,12,16,0,1
18,0,2.86,11,0.83,12,16,0,1
18,0,2.85,12,0.83,12,16,0,1
18,0,2.83,13,0.83,12,16,0,1
18,0,2.95,14,0.83,12,16,0,1
18,0,3.09,15,0.83,12,16,0,1
18,0,2.73,16,0.83,12,16,0,1
18,0,2.94,17,0.83,12,16,0,1
19,0,2.34,3,-0.69,12,12,1,3
19,0,2.67,4,-0.69,12,12,1,3
19,0,2.01,6,-0.69,12,12,1,3
19,0,3.01,7,-0.69,12,12,1,3
20,1,2.52,2,1.04,12,14,0,6
20,1,2.41,3,1.04,12,14,0,6
20,1,2.5,4,1.04,12,14,0,6
20,1,2.55,5,1.04,12,14,0,6
20,1,2.63,6,1.04,12,14,0,6
20,1,2.68,7,1.04,12,14,0,6
21,0,2.19,2,1.18,12,16,0,2
21,0,2.47,4,1.18,12,16,0,2
21,0,2.63,5,1.18,12,16,0,2
21,0,2.69,6,1.18,12,16,0,2
21,0,2.71,7,1.18,12,16,0,2
21,0,3.29,8,1.18,12,16,0,2
21,0,3.57,9,1.18,12,16,0,2
21,0,3.29,10,1.18,12,16,0,2
21,0,3.37,11,1.18,12,16,0,2
21,0,3.32,13,1.18,12,16,0,2
21,0,3.44,14,1.18,12,16,0,2
22,0,2.25,2,1.04,12,12,0,3
22,1,2.4,4,1.04,12,12,0,3
22,1,2.31,5,1.04,12,12,0,3
22,1,2.62,6,1.04,12,12,0,3
23,0,2.23,5,0.47,15,12,0,3
24,0,1.59,2,-0.94,12,17,0,3
24,1,1.85,4,-0.94,12,17,0,3
25,2,2.8,5,0.78,17,16,0,1
26,2,3.42,5,1.22,17,16,0,1
26,2,3.5,6,1.22,17,16,0,1
26,2,3.34,7,1.22,17,16,0,1
27,1,0.92,4,-0.13,16,16,0,3
27,1,1.96,5,-0.13,16,16,0,3
27,1,1.85,6,-0.13,16,16,0,3
27,1,2.01,7,-0.13,16,16,0,3
27,1,3.2,8,-0.13,16,16,0,3
27,1,2.58,9,-0.13,16,16,0,3
27,1,2.45,10,-0.13,16,16,0,3
27,1,2.22,11,-0.13,16,16,0,3
28,2,2.55,3,1.52,16,18,0,2
28,2,2.85,4,1.52,16,18,0,2
28,2,3.68,5,1.52,16,18,0,2
28,2,3.63,6,1.52,16,18,0,2
28,2,3.66,7,1.52,16,18,0,2
28,2,3.64,8,1.52,16,18,0,2
28,2,4.04,10,1.52,16,18,0,2
29,1,2.09,1,0.3,5,4,0,2
29,1,1.63,2,0.3,5,4,0,2
29,1,2.45,4,0.3,5,4,0,2
29,1,2.73,6,0.3,5,4,0,2
29,1,2.9,7,0.3,5,4,0,2
29,1,3.03,8,0.3,5,4,0,2
29,1,3.06,9,0.3,5,4,0,2
29,1,3.13,10,0.3,5,4,0,2
29,1,3.21,11,0.3,5,4,0,2
29,1,3.29,12,0.3,5,4,0,2
29,1,3.26,13,0.3,5,4,0,2
30,0,1.81,2,1.18,12,9,0,1
30,1,2.05,2,1.18,12,9,0,1
30,1,2.01,2,1.18,12,9,0,1
30,1,1.74,3,1.18,12,9,0,1
30,1,2.67,4,1.18,12,9,0,1
30,1,2.46,5,1.18,12,9,0,1
30,1,2.49,6,1.18,12,9,0,1
30,1,2.65,7,1.18,12,9,0,1
30,1,2.56,8,1.18,12,9,0,1
30,1,2.72,9,1.18,12,9,0,1
30,1,2.83,10,1.18,12,9,0,1
30,1,2.92,11,1.18,12,9,0,1
30,1,2.85,12,1.18,12,9,0,1
31,0,1.77,2,0.42,11,9,0,2
31,0,1.74,2,0.42,11,9,0,2
31,1,2.25,3,0.42,11,9,0,2
31,1,2,4,0.42,11,9,0,2
31,1,1.96,4,0.42,11,9,0,2
31,1,2.08,5,0.42,11,9,0,2
31,1,2.42,6,0.42,11,9,0,2
31,1,2.42,7,0.42,11,9,0,2
31,1,2.5,8,0.42,11,9,0,2
31,1,2.55,9,0.42,11,9,0,2
31,1,2.6,10,0.42,11,9,0,2
31,1,2.56,11,0.42,11,9,0,2
32,1,1.66,1,0.71,11,8,0,2
32,1,1.62,1,0.71,11,8,0,2
32,1,1.85,2,0.71,11,8,0,2
32,2,1.57,3,0.71,11,8,0,2
32,2,1.91,5,0.71,11,8,0,2
32,2,2.4,6,0.71,11,8,0,2
32,2,2.26,9,0.71,11,8,0,2
33,0,2.78,6,0.18,6,7,0,3
33,0,2.6,7,0.18,6,7,0,3
33,0,2.7,8,0.18,6,7,0,3
33,0,1.76,9,0.18,6,7,0,3
33,0,2,10,0.18,6,7,0,3
33,0,2.65,11,0.18,6,7,0,3
33,0,2.6,13,0.18,6,7,0,3
33,0,2.7,15,0.18,6,7,0,3
33,0,2.86,16,0.18,6,7,0,3
34,1,2.37,4,1.17,10,12,0,2
34,1,2.63,5,1.17,10,12,0,2
34,1,2.57,6,1.17,10,12,0,2
34,1,2.58,7,1.17,10,12,0,2
34,1,2.68,8,1.17,10,12,0,2
34,1,2.77,9,1.17,10,12,0,2
34,1,2.83,10,1.17,10,12,0,2
34,1,2.83,11,1.17,10,12,0,2
34,1,2.84,12,1.17,10,12,0,2
34,1,2.81,13,1.17,10,12,0,2
34,1,2.83,14,1.17,10,12,0,2
35,1,1.52,3,-1.4,11,8,0,2
35,1,1.56,6,-1.4,11,8,0,2
35,1,1.78,8,-1.4,11,8,0,2
35,1,1.79,9,-1.4,11,8,0,2
35,1,2.28,10,-1.4,11,8,0,2
35,1,2.15,11,-1.4,11,8,0,2
35,1,1.04,14,-1.4,11,8,0,2
36,0,2.34,2,1.61,16,12,0,2
36,1,2.34,2,1.61,16,12,0,2
36,1,1.96,2,1.61,16,12,0,2
36,1,2.36,3,1.61,16,12,0,2
36,1,2.11,4,1.61,16,12,0,2
36,1,2.46,5,1.61,16,12,0,2
36,1,2.8,6,1.61,16,12,0,2
36,1,2.95,7,1.61,16,12,0,2
36,1,3.05,8,1.61,16,12,0,2
36,1,2.73,9,1.61,16,12,0,2
36,1,2.89,10,1.61,16,12,0,2
36,1,3.62,11,1.61,16,12,0,2
37,0,1.79,2,0.41,11,10,0,1
37,0,2.19,4,0.41,11,10,0,1
37,0,3.01,5,0.41,11,10,0,1
37,0,2.47,6,0.41,11,10,0,1
37,0,1.88,7,0.41,11,10,0,1
37,0,2.14,8,0.41,11,10,0,1
37,0,2.28,9,0.41,11,10,0,1
37,0,2.27,10,0.41,11,10,0,1
37,0,2.28,11,0.41,11,10,0,1
37,0,2.39,12,0.41,11,10,0,1
37,0,3.05,14,0.41,11,10,0,1
37,0,2.12,15,0.41,11,10,0,1
38,0,1.86,1,1.62,16,16,0,1
38,0,1.86,1,1.62,16,16,0,1
38,1,2.47,1,1.62,16,16,0,1
38,1,2.51,2,1.62,16,16,0,1
38,1,2.48,3,1.62,16,16,0,1
38,1,2.39,5,1.62,16,16,0,1
38,1,2.41,6,1.62,16,16,0,1
38,1,2.47,7,1.62,16,16,0,1
38,1,2.46,7,1.62,16,16,0,1
39,1,1.92,4,-1.06,12,14,0,7
39,1,2,6,-1.06,12,14,0,7
39,1,1.89,7,-1.06,12,14,0,7
39,1,2.01,8,-1.06,12,14,0,7
39,1,1.54,9,-1.06,12,14,0,7
39,1,2.04,11,-1.06,12,14,0,7
40,1,2.29,4,0.51,14,15,0,7
40,1,2.66,5,0.51,14,15,0,7
40,1,3.05,6,0.51,14,15,0,7
40,1,2.5,7,0.51,14,15,0,7
40,1,2.57,8,0.51,14,15,0,7
40,1,2.73,9,0.51,14,15,0,7
40,1,2.43,10,0.51,14,15,0,7
40,1,3.07,11,0.51,14,15,0,7
40,1,3.38,12,0.51,14,15,0,7
40,1,3.05,13,0.51,14,15,0,7
40,1,3.04,14,0.51,14,15,0,7
40,1,2.74,15,0.51,14,15,0,7
41,1,2.44,3,0.68,13,14,0,3
41,1,2.57,4,0.68,13,14,0,3
41,1,2.7,5,0.68,13,14,0,3
41,1,2.51,6,0.68,13,14,0,3
41,1,2.78,7,0.68,13,14,0,3
41,1,2.81,8,0.68,13,14,0,3
41,1,2.74,8,0.68,13,14,0,3
41,1,2.7,9,0.68,13,14,0,3
41,1,2.78,10,0.68,13,14,0,3
41,1,2.85,11,0.68,13,14,0,3
42,0,2.2,2,0.48,9,12,0,5
42,0,2.41,3,0.48,9,12,0,5
42,0,2.46,4,0.48,9,12,0,5
42,0,2.35,5,0.48,9,12,0,5
42,0,2.41,7,0.48,9,12,0,5
42,0,2.73,8,0.48,9,12,0,5
42,0,2.84,10,0.48,9,12,0,5
42,0,2.78,11,0.48,9,12,0,5
42,0,3,12,0.48,9,12,0,5
42,0,2.95,13,0.48,9,12,0,5
42,0,3.29,14,0.48,9,12,0,5
43,0,1.51,3,-0.12,9,12,0,5
43,0,1.82,4,-0.12,9,12,0,5
43,0,2.62,5,-0.12,9,12,0,5
43,0,1.08,6,-0.12,9,12,0,5
43,0,2.54,7,-0.12,9,12,0,5
43,0,2.37,8,-0.12,9,12,0,5
43,0,2.46,9,-0.12,9,12,0,5
43,0,2.65,10,-0.12,9,12,0,5
43,0,2.76,11,-0.12,9,12,0,5
44,1,2.04,2,0.84,16,16,0,4
44,1,2,2,0.84,16,16,0,4
44,1,3.1,5,0.84,16,16,0,4
44,1,2.46,6,0.84,16,16,0,4
44,1,2.25,8,0.84,16,16,0,4
44,1,2.4,9,0.84,16,16,0,4
45,0,1.63,6,-0.13,12,12,0,3
45,0,2.24,9,-0.13,12,12,0,3
45,0,2.3,10,-0.13,12,12,0,3
45,0,2.02,11,-0.13,12,12,0,3
45,0,2.13,12,-0.13,12,12,0,3
46,0,1.61,12,1.08,12,12,0,3
47,0,1.8,2,0.88,12,12,1,2
47,0,1.79,3,0.88,12,12,1,2
47,0,1.71,4,0.88,12,12,1,2
47,0,2,5,0.88,12,12,1,2
47,0,2.32,6,0.88,12,12,1,2
47,0,2.44,8,0.88,12,12,1,2
47,0,2.54,9,0.88,12,12,1,2
47,0,2.56,10,0.88,12,12,1,2
47,0,2.6,11,0.88,12,12,1,2
47,0,2.6,12,0.88,12,12,1,2
47,0,2.69,13,0.88,12,12,1,2
48,0,1.82,2,-0.59,12,14,1,0
48,0,1.77,3,-0.59,12,14,1,0
48,0,1.89,4,-0.59,12,14,1,0
48,0,1.8,5,-0.59,12,14,1,0
48,0,2.08,6,-0.59,12,14,1,0
48,0,1.74,7,-0.59,12,14,1,0
48,0,1.42,8,-0.59,12,14,1,0
48,0,1.79,9,-0.59,12,14,1,0
48,0,1.77,10,-0.59,12,14,1,0
48,0,1.48,11,-0.59,12,14,1,0
48,0,1.92,12,-0.59,12,14,1,0
48,0,2.61,13,-0.59,12,14,1,0
48,0,2.56,14,-0.59,12,14,1,0
48,0,2.36,15,-0.59,12,14,1,0
48,0,2.05,16,-0.59,12,14,1,0
49,0,2.15,4,0.2,12,12,0,3
49,0,1.62,5,0.2,12,12,0,3
49,0,1.2,7,0.2,12,12,0,3
49,0,1.48,10,0.2,12,12,0,3
49,0,2.02,11,0.2,12,12,0,3
49,0,2.37,14,0.2,12,12,0,3
49,0,1.48,15,0.2,12,12,0,3
50,1,1.79,0,1.4,16,17,0,2
50,1,1.72,1,1.4,16,17,0,2
50,1,1.88,1,1.4,16,17,0,2
50,1,2.25,2,1.4,16,17,0,2
50,1,2.41,3,1.4,16,17,0,2
50,1,2.64,4,1.4,16,17,0,2
50,1,2.81,5,1.4,16,17,0,2
50,1,3.03,6,1.4,16,17,0,2
50,1,3.28,7,1.4,16,17,0,2
50,1,3.22,8,1.4,16,17,0,2
50,1,3.08,9,1.4,16,17,0,2
50,2,3.32,9,1.4,16,17,0,2
51,0,1.85,1,0.93,16,18,0,2
51,1,1.62,1,0.93,16,18,0,2
51,1,1.59,2,0.93,16,18,0,2
51,1,2.46,3,0.93,16,18,0,2
51,1,3.29,5,0.93,16,18,0,2
51,1,3.13,6,0.93,16,18,0,2
51,1,3.03,7,0.93,16,18,0,2
51,1,3.04,8,0.93,16,18,0,2
51,1,2.94,9,0.93,16,18,0,2
51,1,3.03,10,0.93,16,18,0,2
52,0,1.8,2,0.91,10,12,0,3
52,0,1.7,3,0.91,10,12,0,3
52,0,2.25,4,0.91,10,12,0,3
52,0,2.02,5,0.91,10,12,0,3
52,0,1.82,6,0.91,10,12,0,3
52,0,2.4,7,0.91,10,12,0,3
52,0,2.36,8,0.91,10,12,0,3
52,0,2.5,9,0.91,10,12,0,3
52,1,2.48,9,0.91,10,12,0,3
52,1,2.51,10,0.91,10,12,0,3
52,1,2.49,11,0.91,10,12,0,3
52,1,2.61,12,0.91,10,12,0,3
52,1,2.55,13,0.91,10,12,0,3
53,0,2.34,2,0.98,13,12,0,0
53,1,2.1,2,0.98,13,12,0,0
53,1,2.86,3,0.98,13,12,0,0
53,1,2.77,3,0.98,13,12,0,0
53,1,2.16,5,0.98,13,12,0,0
53,1,1.91,6,0.98,13,12,0,0
53,1,2.64,7,0.98,13,12,0,0
53,1,2.64,8,0.98,13,12,0,0
53,1,2.63,9,0.98,13,12,0,0
53,1,2.69,10,0.98,13,12,0,0
53,1,2.79,11,0.98,13,12,0,0
54,0,1.97,2,0.15,12,12,0,2
54,0,1.95,3,0.15,12,12,0,2
54,0,1.79,4,0.15,12,12,0,2
54,0,1.98,5,0.15,12,12,0,2
54,0,2.39,6,0.15,12,12,0,2
54,0,1.91,7,0.15,12,12,0,2
54,0,1.85,8,0.15,12,12,0,2
54,0,2.61,11,0.15,12,12,0,2
54,0,2.22,12,0.15,12,12,0,2
54,0,2.42,13,0.15,12,12,0,2
54,0,2.81,14,0.15,12,12,0,2
54,0,2.66,15,0.15,12,12,0,2
54,0,2.68,16,0.15,12,12,0,2
55,0,2.25,3,1.07,12,14,0,2
55,0,2.38,6,1.07,12,14,0,2
55,0,2.42,7,1.07,12,14,0,2
55,0,2.09,8,1.07,12,14,0,2
55,0,2.54,9,1.07,12,14,0,2
55,0,1.74,11,1.07,12,14,0,2
56,0,1.76,1,0.29,12,12,0,3
56,0,1.87,2,0.29,12,12,0,3
56,0,1.62,4,0.29,12,12,0,3
56,0,2.05,5,0.29,12,12,0,3
56,0,2.7,6,0.29,12,12,0,3
56,0,2.13,7,0.29,12,12,0,3
56,0,1.92,8,0.29,12,12,0,3
56,0,2.09,9,0.29,12,12,0,3
57,0,1.43,2,0.06,12,12,0,2
57,1,1.58,2,0.06,12,12,0,2
57,1,1.4,2,0.06,12,12,0,2
57,1,1.84,3,0.06,12,12,0,2
57,1,2.76,4,0.06,12,12,0,2
57,1,2.53,5,0.06,12,12,0,2
57,1,2.5,6,0.06,12,12,0,2
57,1,2.49,7,0.06,12,12,0,2
57,1,2.6,8,0.06,12,12,0,2
57,1,2.04,9,0.06,12,12,0,2
58,1,2.1,8,-0.08,10,12,0,2
58,1,2.35,9,-0.08,10,12,0,2
58,1,2.34,10,-0.08,10,12,0,2
58,1,2.41,11,-0.08,10,12,0,2
58,1,2.48,12,-0.08,10,12,0,2
58,1,2.33,13,-0.08,10,12,0,2
58,1,2.65,14,-0.08,10,12,0,2
58,1,2.67,15,-0.08,10,12,0,2
59,1,2.92,4,0.45,12,12,0,1
59,1,3.02,5,0.45,12,12,0,1
59,1,2.87,6,0.45,12,12,0,1
59,1,2.94,7,0.45,12,12,0,1
59,1,3.01,8,0.45,12,12,0,1
59,1,3.08,9,0.45,12,12,0,1
59,1,3.11,10,0.45,12,12,0,1
59,1,3.17,11,0.45,12,12,0,1
59,1,3.17,12,0.45,12,12,0,1
59,1,3.15,13,0.45,12,12,0,1
59,1,3.21,14,0.45,12,12,0,1
60,1,3.18,4,0.63,12,12,0,1
60,1,2.79,5,0.63,12,12,0,1
60,1,2.52,6,0.63,12,12,0,1
60,1,2.81,7,0.63,12,12,0,1
60,1,2.83,8,0.63,12,12,0,1
61,1,2.01,1,1.15,10,16,0,1
61,1,2.75,4,1.15,10,16,0,1
61,1,2.89,5,1.15,10,16,0,1
61,1,3.27,5,1.15,10,16,0,1
61,2,3.38,5,1.15,10,16,0,1
61,2,3.42,6,1.15,10,16,0,1
61,2,3.45,7,1.15,10,16,0,1
61,2,3.36,8,1.15,10,16,0,1
61,2,3.27,9,1.15,10,16,0,1
61,2,0.68,10,1.15,10,16,0,1
61,2,3.25,11,1.15,10,16,0,1
62,1,1.43,1,1.85,20,16,0,1
62,1,2.8,3,1.85,20,16,0,1
62,2,2.63,4,1.85,20,16,0,1
62,2,2.86,6,1.85,20,16,0,1
63,0,1.48,1,0.61,16,17,0,1
63,0,1.79,1,0.61,16,17,0,1
63,1,1.91,1,0.61,16,17,0,1
63,1,2.05,1,0.61,16,17,0,1
63,1,2.45,2,0.61,16,17,0,1
63,1,2.38,2,0.61,16,17,0,1
63,1,2.4,2,0.61,16,17,0,1
63,1,2.24,3,0.61,16,17,0,1
63,1,2.2,4,0.61,16,17,0,1
63,1,2.69,6,0.61,16,17,0,1
63,1,2.76,8,0.61,16,17,0,1
64,0,2.36,5,-0.9,12,12,0,2
64,0,2.41,6,-0.9,12,12,0,2
64,0,2.55,7,-0.9,12,12,0,2
64,0,2.46,8,-0.9,12,12,0,2
64,0,2.3,9,-0.9,12,12,0,2
64,0,2.66,10,-0.9,12,12,0,2
64,0,2.54,15,-0.9,12,12,0,2
64,0,2.84,16,-0.9,12,12,0,2
64,0,2.29,17,-0.9,12,12,0,2
65,1,2.19,2,0.78,13,20,0,1
65,1,2.19,3,0.78,13,20,0,1
65,1,2.51,6,0.78,13,20,0,1
65,1,2.51,7,0.78,13,20,0,1
65,1,2.68,8,0.78,13,20,0,1
65,1,2.7,9,0.78,13,20,0,1
65,1,2.79,10,0.78,13,20,0,1
65,1,2.93,11,0.78,13,20,0,1
65,1,3.61,12,0.78,13,20,0,1
65,1,4.17,13,0.78,13,20,0,1
65,1,3.84,15,0.78,13,20,0,1
66,0,1.63,3,0.77,16,16,0,1
66,0,2.01,4,0.77,16,16,0,1
66,0,2.18,6,0.77,16,16,0,1
66,1,1.81,9,0.77,16,16,0,1
66,1,1.52,9,0.77,16,16,0,1
66,1,1.57,10,0.77,16,16,0,1
66,1,2.61,11,0.77,16,16,0,1
66,1,2.63,12,0.77,16,16,0,1
66,1,1.85,13,0.77,16,16,0,1
67,0,2.1,5,-0.89,11,12,1,2
67,0,2.39,6,-0.89,11,12,1,2
68,1,2.66,2,0.38,12,12,0,2
68,1,2.51,3,0.38,12,12,0,2
68,1,2.25,4,0.38,12,12,0,2
68,1,1.88,5,0.38,12,12,0,2
68,1,2.75,6,0.38,12,12,0,2
68,1,2.8,7,0.38,12,12,0,2
68,1,2.61,8,0.38,12,12,0,2
68,1,2.75,9,0.38,12,12,0,2
68,1,2.75,10,0.38,12,12,0,2
69,0,2.37,3,0.58,12,16,0,3
69,0,3.02,4,0.58,12,16,0,3
69,0,2.67,5,0.58,12,16,0,3
69,0,2.69,6,0.58,12,16,0,3
69,0,2.67,7,0.58,12,16,0,3
69,0,2.77,8,0.58,12,16,0,3
69,0,2.8,9,0.58,12,16,0,3
69,0,2.89,10,0.58,12,16,0,3
69,0,2.64,11,0.58,12,16,0,3
69,0,2.76,12,0.58,12,16,0,3
69,0,2.89,13,0.58,12,16,0,3
69,0,2.92,14,0.58,12,16,0,3
69,0,3.02,15,0.58,12,16,0,3
70,0,1.73,2,1.3,12,16,0,3
70,1,2.68,4,1.3,12,16,0,3
70,1,2.77,5,1.3,12,16,0,3
70,1,2.46,6,1.3,12,16,0,3
70,1,2.68,7,1.3,12,16,0,3
70,1,2.77,8,1.3,12,16,0,3
70,1,2.72,9,1.3,12,16,0,3
70,1,2.76,10,1.3,12,16,0,3
71,0,2,3,0.25,12,12,1,2
71,1,2.34,3,0.25,12,12,1,2
71,1,2.56,3,0.25,12,12,1,2
71,1,2.47,4,0.25,12,12,1,2
71,1,2.73,5,0.25,12,12,1,2
71,1,2.94,6,0.25,12,12,1,2
71,1,3.45,7,0.25,12,12,1,2
71,1,3.61,8,0.25,12,12,1,2
72,1,2.63,2,0.56,12,12,0,2
72,1,2.68,3,0.56,12,12,0,2
72,1,2.62,4,0.56,12,12,0,2
72,1,3.01,5,0.56,12,12,0,2
72,1,2.84,6,0.56,12,12,0,2
72,1,3.08,7,0.56,12,12,0,2
72,1,3.39,8,0.56,12,12,0,2
72,1,3.62,9,0.56,12,12,0,2
72,1,3.72,10,0.56,12,12,0,2
72,1,4.27,13,0.56,12,12,0,2
72,1,4.32,15,0.56,12,12,0,2
73,1,2.46,5,-0.25,12,8,0,2
73,1,2.19,6,-0.25,12,8,0,2
73,1,2.19,7,-0.25,12,8,0,2
73,1,2.26,8,-0.25,12,8,0,2
74,0,1.66,1,0.31,10,14,0,3
74,1,2.28,4,0.31,10,14,0,3
74,1,2.7,5,0.31,10,14,0,3
74,1,2.38,6,0.31,10,14,0,3
74,1,2.85,7,0.31,10,14,0,3
74,1,1.86,9,0.31,10,14,0,3
74,1,1.67,10,0.31,10,14,0,3
74,1,1.64,11,0.31,10,14,0,3
74,1,1.67,12,0.31,10,14,0,3
75,0,1.49,3,-0.35,10,15,0,3
75,0,2.07,5,-0.35,10,15,0,3
75,0,2.11,6,-0.35,10,15,0,3
75,0,2.18,7,-0.35,10,15,0,3
75,0,1.8,8,-0.35,10,15,0,3
75,0,1.81,9,-0.35,10,15,0,3
75,0,1.86,10,-0.35,10,15,0,3
75,0,2.26,11,-0.35,10,15,0,3
76,0,1.66,4,-0.73,9,9,0,7
76,0,1.76,5,-0.73,9,9,0,7
76,0,1.7,9,-0.73,9,9,0,7
76,0,1.59,10,-0.73,9,9,0,7
76,0,2.32,13,-0.73,9,9,0,7
76,0,1.59,14,-0.73,9,9,0,7
76,0,1.39,15,-0.73,9,9,0,7
77,1,1.65,2,0.88,12,12,0,3
77,1,1.74,3,0.88,12,12,0,3
77,1,1.8,4,0.88,12,12,0,3
